lemma	freq	distance	eligible	proper	concreteness	out_deg	in_deg
sea	179	NA	1	0	4.79	0	1
seabird	4	NA	1	0	4.89	0	0
seafood	8	NA	1	0	4.83	0	0
seahorse	5	NA	1	0	4.89	0	0
seal	22	NA	1	0	4.63	0	1
sealy	1	NA	1	0		1	0
seam	3	NA	1	0	4.50	0	0
seamless	1	NA	1	0	3.80	0	0
seamlessly	1	NA	1	0	1.96	0	0
sean	3	NA	1	1		0	0
search	41	NA	1	0	3.00	0	1
searchable	1	NA	1	0	2.65	0	0
seascape	2	NA	1	0	4.28	0	0
seashell	1	NA	1	0	4.96	0	0
seaside	5	NA	1	0	4.46	0	0
season	56	NA	1	0	3.32	0	0
seasonal	22	0	1	0	2.96	0	0
seasonality	3	NA	1	0	2.30	0	0
seat	13	0	1	0	4.78	0	0
seatbelt	1	NA	1	0	4.79	0	0
seating	1	NA	1	0	4.29	0	0
seats	18	NA	1	0		0	0
seattle	6	NA	1	1		0	0
seawall	1	NA	1	0	4.27	0	0
seawater	6	NA	1	0	4.41	0	0
seaweed	4	NA	1	0	4.89	0	0
seaworld	23	NA	1	1		0	0
seaworlds	3	NA	1	1		0	0
sebaceous	4	NA	1	0		0	0
sebasti	2	NA	1	1		0	0
sebastin	1	NA	1	0		0	0
sebum	2	NA	1	0		2	0
second	288	0	1	0	3.30	0	1
secondary	50	NA	1	0	2.37	0	0
secondhand	1	NA	1	0	2.75	0	0
secondly	3	NA	1	0	2.13	0	0
secrecy	2	NA	1	0	2.00	0	0
secret	47	0	1	0	2.19	0	0
secretary	18	NA	1	0	4.54	0	0
secrete	66	NA	1	0	4.04	0	0
secretion	12	NA	1	0	3.52	0	1
secretive	3	NA	1	0	2.25	0	0
secretory	9	NA	1	0		0	0
sectio	1	NA	1	0		0	0
section	39	NA	1	0	3.24	0	1
sectional	1	NA	1	0	3.81	0	0
sector	29	NA	1	0	3.41	0	0
secure	22	NA	1	0	2.69	0	0
securely	4	NA	1	0	2.86	0	0
security	99	0	1	0	2.82	0	0
seddon	3	NA	1	1		1	0
sedentary	1	NA	1	0	2.22	0	0
sediment	29	1	1	0	4.00	2	0
sedimentary	13	NA	1	0	2.87	0	0
sedimentology	1	1	1	0		1	0
see	676	0	0	0	3.21	0	1
seed	113	NA	1	0	4.71	0	0
seedless	31	0	1	0	4.21	0	0
seedling	4	NA	1	0	4.56	1	0
seedrs	3	NA	1	1		0	0
seeing	45	0	0	0	3.48	0	0
seek	34	NA	1	0	2.68	0	0
seeker	7	NA	1	0	3.44	0	0
seeking	14	NA	1	0	2.74	0	1
seem	139	0	0	0	1.75	0	0
seemingly	6	NA	1	0	1.52	0	0
seethe	1	NA	1	0	2.39	0	0
segment	41	NA	1	0	3.40	0	1
segmental	1	NA	1	0	2.27	0	0
segmentation	4	NA	1	0	3.32	0	0
segregate	7	NA	1	0	2.54	0	0
segregation	8	NA	1	0	2.65	0	0
seidenberg	2	NA	1	1		0	0
seismic	1	NA	1	0	3.07	0	0
seismically	2	NA	1	0	1.76	0	0
seize	5	NA	1	0	3.97	0	0
seizure	2	NA	1	0	3.79	0	0
sekai	1	NA	1	0		0	0
sekiguchi	5	NA	1	1		0	0
sel	1	NA	1	0		0	0
selaginellales	1	NA	1	0		0	0
select	41	NA	1	0	2.48	0	0
selection	80	NA	1	0	2.34	2	0
selective	10	NA	1	0	2.12	0	0
selectively	4	NA	1	0	1.90	0	0
selectivity	1	NA	1	0	1.81	0	0
selenium	2	NA	1	0		0	0
self	77	NA	1	0	3.10	0	0
selfdelete	1	NA	1	0		0	0
selfies	2	NA	1	0		0	0
sell	125	0	1	0	3.35	0	1
seller	15	NA	1	0	3.57	0	2
sellers	3	NA	1	0		0	0
selling	46	NA	1	0	2.89	0	0
sellotape	3	NA	1	1		0	0
sellout	1	NA	1	0	2.71	0	0
sem	1	NA	1	0		0	0
semantic	4	NA	1	0	1.82	0	0
semantics	4	NA	1	0	1.70	0	0
semen	9	NA	1	0	4.79	1	0
semester	2	NA	1	0	3.07	0	0
semi	14	NA	1	0	2.74	0	0
semicircular	1	NA	1	0	3.70	0	0
semiconservative	3	NA	1	0		0	0
seminal	8	NA	1	0	2.15	0	0
seminar	1	NA	1	0	3.48	0	0
seminiferous	11	NA	1	0		0	0
semipermeable	7	NA	1	0		0	0
semisolid	1	NA	1	0	3.69	0	0
senate	23	NA	1	1	3.81	0	0
senator	11	NA	1	0	4.59	0	0
send	126	0	1	0	2.70	0	0
sending	26	NA	1	0	2.87	0	0
senior	53	NA	1	0	2.97	0	0
sensation	7	6	1	0	2.87	2	0
sense	72	0	1	0	2.61	0	0
sensenbrenner	2	NA	1	1		0	0
sensible	11	NA	1	0	1.52	0	0
sensing	6	NA	1	0		0	0
sensitive	35	NA	1	0	2.21	0	0
sensitivity	15	NA	1	0	1.77	0	0
sensitization	2	NA	1	0	1.78	0	0
sensitize	3	NA	1	0	2.03	0	0
sensor	10	NA	1	0	3.96	0	0
sensory	38	NA	1	0	2.55	0	0
sentence	22	NA	1	0	3.57	0	0
sentiment	2	NA	1	0	2.10	0	0
sentinel	1	NA	1	0	3.67	0	0
sepal	9	NA	1	0		1	1
separate	144	NA	1	0	3.25	1	0
separately	5	NA	1	0	2.75	0	0
separation	24	NA	1	0	2.96	0	1
separatist	4	NA	1	0	2.44	0	0
sepp	3	NA	1	1		0	0
september	48	NA	1	1	3.81	0	0
septum	9	3	1	0	4.48	2	0
sequence	142	NA	1	0	3.10	0	4
sequencer	2	NA	1	0	3.48	0	0
sequential	7	NA	1	0	2.35	0	0
sequentially	3	NA	1	0	2.12	0	0
sequester	5	NA	1	0	2.61	0	0
sequoia	3	NA	1	0		0	0
ser	3	NA	1	1		0	0
serendipity	1	NA	1	0	1.62	0	0
sergey	3	NA	1	1		0	0
serial	2	NA	1	0	2.44	0	0
serie	3	NA	1	1		0	0
series	114	NA	1	0	2.92	0	1
serious	85	0	0	0	2.10	0	0
seriously	7	NA	1	0	2.00	0	0
seriousness	1	NA	1	0	1.50	0	0
serovar	1	NA	1	0		0	0
sertoli	7	0	1	1		0	0
serum	4	NA	1	0	4.27	0	0
servant	7	NA	1	0	4.64	0	0
serve	65	NA	1	0	3.78	0	1
server	13	NA	1	0	4.55	0	0
service	128	0	1	0	2.21	0	1
services	97	NA	1	0		1	0
serving	13	NA	1	0	3.32	0	0
sessile	8	NA	1	0		0	0
session	20	NA	1	0	2.58	0	0
sessions	15	NA	1	0	3.66	0	0
set	236	0	1	0	3.41	0	1
setback	2	NA	1	0	1.97	0	0
setchell	1	NA	1	0		1	0
setting	35	NA	1	0	2.96	0	0
settle	18	NA	1	0	2.31	0	0
settlement	17	NA	1	0	3.07	0	1
settler	3	NA	1	0	4.11	0	0
settling	1	NA	1	0	2.26	0	0
setup	1	NA	1	0	3.50	0	0
seven	82	0	0	0	3.72	0	0
seveneenth	1	NA	1	0		0	0
seventeen	1	NA	0	0	3.19	0	0
seventh	15	NA	1	0	3.90	0	0
seventy	1	NA	1	0	3.36	0	0
sever	1	NA	1	0	4.00	0	0
several	235	NA	0	0	3.00	0	0
severe	25	NA	1	0	2.43	0	0
severely	2	NA	1	0	1.76	0	0
sewage	8	NA	1	0	4.52	0	0
sewerage	1	NA	1	0		0	0
sex	70	0	1	0	4.10	0	0
sexist	1	NA	1	0	1.83	0	0
sexual	101	NA	1	0	2.50	0	0
sexually	24	NA	1	0	2.33	0	0
sexy	4	NA	1	0	2.64	0	0
sfr	2	NA	1	0		0	0
sfrur	1	NA	1	0		0	0
shack	2	NA	1	0	4.93	0	0
shade	13	NA	1	0	3.38	0	0
shading	2	NA	1	0	3.33	0	0
shadow	14	NA	1	0	4.54	0	0
shaft	2	NA	1	0	4.71	0	0
shah	5	NA	1	0		0	0
shaidullah	3	NA	1	1		0	0
shake	2	NA	1	0	4.07	0	0
shakespeare	67	NA	1	1		1	0
shaky	1	NA	1	0	3.40	0	0
shale	11	NA	1	0	3.84	0	0
shallow	11	NA	1	0	3.45	0	0
shampoo	6	NA	1	0	4.68	0	0
shan	1	NA	1	0		0	0
shanghai	5	NA	1	1	3.68	0	0
shangri	1	NA	1	0		0	0
shangrila	2	NA	1	0		0	0
shanhui	4	0	1	1		0	0
shant	1	NA	1	0		0	0
shanty	3	NA	1	0	3.97	0	0
shape	160	NA	1	0	3.14	0	2
shaping	4	NA	1	0	2.62	0	0
share	215	NA	1	0	2.96	0	1
shareable	2	NA	1	0	1.93	0	0
sharealike	1	NA	1	0		0	0
shareholder	2	NA	1	0	3.72	0	0
sharing	48	NA	1	0		0	0
shark	81	NA	1	0	4.93	0	0
sharon	3	NA	1	1		0	0
sharp	10	NA	1	0	3.86	0	0
sharpener	1	NA	1	0	4.64	0	0
sharpeville	3	NA	1	1		0	0
sharples	6	NA	1	1		0	0
sharply	4	NA	1	0	2.38	0	0
shatsky	1	NA	1	0		0	0
shatter	11	NA	1	0	3.96	0	0
shaun	3	NA	1	1		0	0
shaw	1	NA	1	0		0	0
shawl	2	NA	1	0	5.00	0	0
she	1	0	0	0	3.36	0	0
sheaf	1	NA	1	0		0	0
sheath	6	1	1	0	4.48	2	0
shed	17	NA	1	0	4.55	0	0
shedding	3	NA	1	0	3.96	0	0
sheehy	22	NA	1	1		0	0
sheep	25	NA	1	0	4.90	2	0
sheepdog	3	NA	1	1	4.72	0	0
sheer	3	NA	1	0	3.35	0	0
sheet	18	NA	1	0	4.93	0	3
sheffield	15	NA	1	1		0	0
shelf	22	NA	1	0	4.96	0	1
shell	87	NA	1	0	4.80	1	1
shellfish	5	NA	1	0	4.53	0	0
shelling	1	NA	1	0	3.17	0	0
shelter	19	NA	1	0	4.64	0	0
shepherd	34	NA	1	1	4.67	0	0
sherman	2	NA	1	0		0	0
sherpa	10	NA	1	1		0	0
sherryl	1	NA	1	0		0	0
sherwood	12	NA	1	1		0	0
shes	10	NA	1	0		0	0
shield	11	NA	1	0	4.66	0	0
shift	60	NA	1	0	2.81	0	0
shifting	6	NA	1	0	2.86	0	0
shiitake	1	NA	1	0		0	0
shimano	2	NA	1	1		1	0
shimbun	2	NA	1	1		0	0
shinbone	1	NA	1	0	4.80	0	0
shine	7	0	1	0	3.85	0	0
shing	4	NA	1	0		0	0
shining	1	NA	1	0	3.39	0	0
shinzo	2	NA	1	1		0	0
shiogama	1	NA	1	0		0	0
ship	52	0	1	0	4.87	0	0
shipment	1	NA	1	0	4.48	0	0
shipping	10	0	1	0	3.59	0	0
shipwreck	1	NA	1	0	4.30	0	0
shiraz	1	NA	1	0		0	0
shirt	11	NA	1	0	4.94	0	0
shisha	21	NA	1	0		0	0
shivering	2	NA	1	0	3.54	0	0
shmaefsky	1	NA	1	0		0	0
shock	90	1	1	0	4.00	2	0
shocker	2	NA	1	0	2.71	0	0
shoelace	2	NA	1	0	5.00	0	0
shoes	15	0	1	0		0	0
shoestring	1	NA	1	0	4.87	0	0
shoot	35	0	1	0	3.97	0	1
shooter	1	NA	1	0	4.14	0	0
shooting	2	NA	1	0	3.85	0	0
shop	118	NA	1	0	4.31	0	0
shopkeeper	7	NA	1	0	4.43	0	0
shoplifting	3	NA	1	0	3.33	0	0
shopper	62	NA	1	0	4.44	0	0
shopping	58	NA	1	0	3.44	0	0
shore	8	NA	1	0	4.79	0	0
shoreline	8	NA	1	0	4.87	0	0
short	133	0	1	0	3.61	0	1
shortage	24	NA	1	0	2.46	0	0
shortcoming	4	NA	1	0	2.17	0	0
shortcut	2	NA	1	0	3.20	0	0
shorten	14	NA	1	0	3.11	0	1
shortening	2	NA	1	0	4.04	0	0
shorthand	2	NA	1	0	3.57	0	0
shortlist	6	NA	1	0	3.13	0	0
shortly	18	NA	1	0	2.31	0	0
shorts	1	NA	1	0	4.82	0	0
shot	6	NA	1	0	4.44	0	0
shoulder	16	NA	1	0	4.93	0	1
shouldn	15	0	1	0		0	0
shouldnt	7	NA	1	0		0	0
shout	10	0	1	0	4.17	0	0
shouter	2	NA	1	0	3.62	0	0
shouting	1	NA	1	0	3.97	0	0
shove	1	NA	1	0	4.04	0	0
show	671	0	0	0	3.97	0	0
showcase	8	NA	1	0	3.39	0	0
showdown	4	NA	1	0	3.21	0	0
shower	49	NA	1	0	4.89	0	0
showing	39	NA	0	0	3.06	0	0
showy	1	NA	1	0	2.43	0	0
shrew	1	NA	1	0	4.07	0	0
shriek	1	NA	1	0	3.97	0	0
shrimp	8	NA	1	0	4.80	0	0
shrink	8	NA	1	0	3.55	0	0
shrinking	1	NA	1	0	3.20	0	0
shrivel	1	NA	1	0	3.57	0	0
shrub	12	NA	1	0	4.92	0	0
shrubby	1	NA	1	0		0	0
shuai	3	NA	1	1		0	0
shudder	1	NA	1	0	3.41	0	0
shuffling	2	NA	1	0	3.25	0	0
shukla	3	NA	1	1		0	0
shultz	1	NA	1	0		0	0
shunt	1	NA	1	0	3.50	0	0
shut	19	0	1	0	3.38	0	0
shutdown	10	NA	1	0	3.85	0	0
shutter	4	NA	1	0	4.38	0	0
shuttle	4	NA	1	0	4.63	0	0
shy	2	NA	1	0	2.52	0	0
siamese	1	NA	1	0	3.86	0	0
siberia	4	NA	1	1		0	0
siberian	2	NA	1	1	3.33	0	0
sibling	6	NA	1	0	4.37	0	0
sick	18	0	1	0	2.97	0	0
sicken	2	NA	1	0	2.74	0	0
sickle	4	NA	1	0	4.88	0	0
sickness	7	NA	1	0	3.45	0	0
side	116	0	0	0	3.68	0	0
sideline	1	NA	1	0	3.93	0	0
sidney	2	NA	1	1		0	0
sidorczuk	3	NA	1	1		0	0
siebold	1	NA	1	0		0	0
sierra	3	NA	1	1	3.42	0	0
sieve	2	NA	1	0	4.59	0	0
sigh	4	NA	1	0	3.89	0	0
sight	7	NA	1	0	3.21	0	0
sighting	6	NA	1	0	3.14	0	0
sightless	1	NA	1	0	2.55	0	0
sights	3	NA	1	0		0	0
sigmoid	1	NA	1	0		0	0
sign	94	0	1	0	4.62	0	0
signage	1	NA	1	0	3.85	0	0
signal	92	1	1	0	3.86	2	0
signaling	9	2	1	0		2	0
signature	20	2	1	0	4.43	2	0
signi	13	0	1	0		0	0
signifi	2	NA	1	0		0	0
significance	8	NA	1	0	1.68	0	0
significant	85	NA	1	0	1.67	0	0
significantly	21	NA	1	0	1.89	0	0
signified	1	NA	1	0		0	0
signify	2	NA	1	0	1.73	0	0
signing	7	NA	1	0		0	0
sigr	1	NA	1	0		0	0
sigrur	1	NA	1	0		0	0
sigurflj	3	NA	1	1		0	0
sikh	2	NA	1	1		0	0
silence	20	NA	1	0	3.33	0	0
silent	5	NA	1	0	3.67	0	0
silently	2	NA	1	0	3.00	0	0
silica	7	NA	1	0	4.22	0	0
silicate	4	NA	1	0		0	0
silico	1	NA	1	0		0	0
silicon	17	NA	1	1	4.68	0	0
silicone	1	NA	1	0	4.33	0	0
silje	3	NA	1	1		0	0
sills	1	NA	1	0		0	0
silly	11	NA	1	0	2.20	0	0
silo	2	NA	1	0	4.30	0	0
silt	9	NA	1	0	4.71	0	0
silurian	3	NA	1	1		0	0
silva	1	NA	1	0		0	0
silver	14	NA	1	0	4.52	0	0
silvio	3	NA	1	1		0	0
simbio	4	NA	1	1		0	0
similar	204	NA	1	0	2.46	0	0
similarity	27	NA	1	0	1.90	0	0
similarly	18	NA	1	0	2.83	0	0
simjian	3	NA	1	1		0	0
simon	9	0	1	1		0	0
simone	3	NA	1	1		0	0
simple	144	0	1	0	1.62	0	0
simplex	1	NA	1	0	1.78	0	0
simplicity	1	NA	1	0	1.96	0	0
simplification	3	NA	1	0	1.86	0	0
simplify	10	NA	1	0	1.89	0	0
simplistic	3	NA	1	0	1.93	0	0
simply	71	NA	1	0	1.83	0	0
simulate	1	NA	1	0	2.31	0	0
simulation	4	NA	1	0	3.03	0	0
simulator	3	NA	1	0	3.89	0	0
simultaneous	3	NA	1	0	2.25	0	0
simultaneously	15	0	1	0	2.47	0	0
sin	1	NA	1	0	1.85	0	0
since	301	0	0	0	1.38	0	0
sinceits	1	NA	1	0		0	0
sing	19	0	1	0	4.34	0	0
singapore	9	NA	1	1		0	0
singer	33	NA	1	0	4.62	0	0
singerer	9	NA	1	1		1	0
singh	25	NA	1	1		1	0
singing	10	NA	1	0	4.20	1	0
single	258	0	1	0	3.27	0	0
singlehandedly	1	NA	1	0	2.50	0	0
singles	6	NA	1	0	3.90	0	0
singular	16	NA	1	0	2.21	0	0
sinister	2	NA	1	0	2.38	0	0
sink	33	NA	1	0	4.74	0	0
sinking	8	NA	1	0	3.00	0	1
sinus	1	NA	1	0	4.27	0	0
sio	2	NA	1	1		0	0
siphon	5	NA	1	0	3.68	0	0
sir	21	0	1	1	3.10	0	0
siren	3	NA	1	1	4.45	0	0
sirtalis	1	NA	1	0		0	0
sister	70	0	1	0	4.00	0	0
sit	54	0	1	0	4.80	0	0
site	207	NA	1	0	4.56	1	3
sith	3	NA	1	1		0	0
sitting	28	0	1	0	3.76	0	0
situate	4	NA	1	0	1.96	0	0
situation	106	0	1	0	2.03	0	0
siwi	3	NA	1	1		0	0
six	171	0	0	0	3.43	0	0
sixteen	2	NA	0	0	3.88	0	0
sixth	11	NA	1	0	3.83	0	0
sixty	3	NA	0	0	3.56	0	0
sizable	1	NA	1	0	2.70	0	0
size	178	NA	1	0	3.13	0	5
skate	4	NA	1	0	4.56	0	0
skating	3	NA	1	0	4.75	0	0
skeletal	30	NA	1	0	3.67	0	0
skeleton	50	NA	1	0	4.97	1	0
skeptic	1	NA	1	0	2.31	0	0
skeptical	2	NA	1	0	1.70	0	0
sketch	1	NA	1	0	4.56	0	0
sketchy	1	NA	1	0	1.96	0	0
skew	2	NA	1	0	2.68	0	0
ski	3	NA	1	0	4.63	0	0
skiing	2	NA	1	0	4.42	0	0
skill	34	NA	1	0	2.17	1	0
skim	5	NA	1	0	3.76	0	0
skimming	2	NA	1	0	3.32	0	0
skimp	1	NA	1	0	2.31	0	0
skin	172	NA	1	0	4.79	0	0
skip	5	NA	1	0	4.07	0	0
skirt	3	NA	1	0	4.82	0	0
skull	23	NA	1	0	4.83	2	1
sky	91	NA	1	0	4.45	0	0
skycatch	1	NA	1	0		0	0
skydive	5	0	1	0	4.21	0	0
skydiver	4	NA	1	0	4.78	0	0
skyfall	19	NA	1	1		0	0
skyfalls	1	NA	1	0		0	0
skyline	1	NA	1	0	4.43	0	0
skype	14	NA	1	1	4.04	0	0
skyrocket	3	NA	1	0	3.73	0	0
skywalker	5	0	1	1		0	0
skywalkers	1	NA	1	0		0	0
skyworthy	1	NA	1	0		0	0
slab	1	NA	1	0	4.29	0	0
slack	2	NA	1	1	3.15	0	0
slacks	2	NA	1	0	4.57	0	0
slam	5	NA	1	0	4.00	0	0
slander	1	NA	1	0	2.33	0	0
slash	4	NA	1	0	3.52	0	0
slat	1	NA	1	0	4.04	0	0
slate	1	NA	1	0	4.58	0	0
slaughter	3	NA	1	0	3.68	0	0
slave	12	NA	1	1	4.38	0	0
slavery	2	NA	1	0	3.11	0	0
sleep	121	0	1	0	4.44	1	0
sleeping	15	NA	1	0	4.23	0	0
sleet	1	NA	1	0	4.78	0	0
sleeveless	1	NA	1	0	4.60	0	0
slender	3	NA	1	0	3.56	0	0
slice	8	0	1	0	3.85	0	0
slick	2	NA	1	0	3.69	0	0
slickly	1	NA	1	0	2.45	0	0
slide	20	NA	1	0	4.48	0	0
slight	5	NA	1	0	1.90	0	0
slightly	35	NA	1	0	1.79	0	0
slim	3	NA	1	0	3.93	0	0
slime	9	NA	1	0	4.48	0	0
slimy	3	NA	1	0	3.26	0	0
sling	1	NA	1	0	4.52	0	0
slip	10	NA	1	0	4.10	0	0
slish	1	NA	1	0		0	0
slit	18	NA	1	0	3.68	1	0
slither	1	NA	1	0	3.54	0	0
sliver	1	NA	1	0	3.88	0	1
slogan	8	NA	1	0	3.03	0	0
slope	4	NA	1	0	4.07	0	0
slot	1	NA	1	0	4.45	0	0
slough	1	NA	1	0		0	0
sloughing	1	NA	1	0		0	0
slovakia	3	NA	1	1		0	0
slow	89	0	1	0	3.28	0	0
slowdown	2	NA	1	0	2.50	0	0
slowing	19	NA	1	0		0	0
slowly	58	NA	1	0	3.10	0	0
slug	3	NA	1	0	4.64	0	0
slum	12	NA	1	0	4.03	0	0
slumber	2	NA	1	0	3.32	0	0
slump	2	NA	1	0	3.32	0	0
sm	2	NA	1	0		0	0
small	372	0	1	0	3.22	1	0
smaller	127	NA	1	0	2.46	0	0
smallmouth	1	NA	1	0		0	0
smallpox	4	NA	1	0	4.25	0	0
smart	44	0	1	0	1.75	0	0
smartphone	36	NA	1	0	4.57	1	0
smartphones	29	NA	1	0		0	0
smash	6	NA	1	0	3.79	0	0
smashburger	3	NA	1	1		0	0
smashing	2	NA	1	0	3.86	0	0
smear	3	1	1	0	3.66	1	0
smell	40	0	1	0	3.70	0	0
smelling	3	NA	1	0	3.58	0	0
smelly	1	NA	1	0	3.07	0	0
smelt	1	NA	1	0	3.93	0	0
smile	17	NA	1	0	4.50	0	0
smiley	3	NA	1	0	3.93	0	0
smiling	2	NA	1	0	3.88	0	0
smith	12	NA	1	1	3.81	0	0
smog	1	NA	1	0	4.14	0	0
smoke	51	1	1	0	4.96	1	0
smoker	35	0	1	0	4.59	1	0
smoking	72	0	1	0	4.32	0	0
smoky	2	NA	1	0	4.04	0	0
smooth	37	NA	1	0	3.81	0	0
smoothly	2	NA	1	0	2.64	0	0
smoothness	1	NA	1	0	3.87	0	0
smother	3	NA	1	0	3.10	0	0
smug	3	NA	1	0	1.83	0	0
smuggler	2	NA	1	0	4.31	0	0
smuts	1	NA	1	0		0	0
snag	2	NA	1	0	3.62	0	0
snail	9	NA	1	0	4.93	0	0
snake	22	NA	1	0	5.00	0	0
snakehead	1	NA	1	0	4.72	0	0
snap	3	NA	1	0	4.10	0	0
snapchat	2	NA	1	1		0	0
snapchats	1	NA	1	0		0	0
snapdragon	2	NA	1	0	4.32	0	0
snapshot	3	NA	1	0	4.68	0	0
snatch	4	NA	1	0	3.86	0	0
sneak	3	NA	1	0	2.82	0	0
sneezing	1	NA	1	0	4.36	0	0
sniff	4	NA	1	0	4.17	0	0
snipe	1	NA	1	0	3.37	0	0
snippet	1	NA	1	0	3.30	0	0
snob	3	NA	1	0	2.70	0	0
snobbery	1	NA	1	0	1.74	0	0
snooker	3	NA	1	0		0	0
snoopy	3	NA	1	1	2.93	0	0
snooze	1	NA	1	0	3.31	0	0
snoozer	1	NA	1	0	3.23	0	0
snorkel	9	NA	1	0	4.56	0	0
snort	1	NA	1	0	4.18	0	0
snout	2	NA	1	0	4.89	0	0
snow	16	NA	1	0	4.85	0	0
snowden	1	NA	1	0		0	0
snowfall	3	NA	1	0	4.66	0	0
snowmelt	1	NA	1	0		0	0
snowpacked	1	NA	1	0		0	0
snowshoe	2	NA	1	0	4.67	0	0
snowy	2	NA	1	0	4.25	0	0
snp	9	NA	1	1		0	0
so	1	0	0	0	1.42	0	0
soak	1	NA	1	0	4.21	0	0
soap	27	NA	1	0	4.93	0	0
soapy	1	NA	1	0	4.41	0	0
soar	4	NA	1	0	3.67	0	0
soaring	4	NA	1	0	3.71	0	0
sobel	2	1	1	1		1	0
soccer	1	NA	1	0	4.76	0	0
soci	1	NA	1	0		0	0
social	228	NA	1	0	2.27	0	0
socialbakers	5	NA	1	1		0	0
socialist	9	NA	1	1	3.19	0	0
socialization	1	NA	1	0	1.79	0	0
socializing	4	NA	1	0		0	0
socially	14	NA	1	0	1.85	0	0
socie	1	NA	1	0		0	0
society	89	NA	1	0	2.54	0	0
socio	2	NA	0	0		0	0
sociology	2	NA	1	0	1.79	0	0
sock	15	NA	1	0	4.91	0	0
socket	3	NA	1	0	4.32	0	0
sockeye	1	NA	1	0		0	0
soco	16	NA	1	1		0	0
soda	1	NA	1	0	4.97	0	0
sodalis	1	NA	1	0		0	0
sodano	3	NA	1	1		1	0
soderlund	3	NA	1	1		0	0
sodium	28	NA	1	0	4.21	0	0
sofa	4	NA	1	0	4.90	0	0
soft	29	NA	1	0	3.88	0	0
soften	2	NA	1	0	2.57	0	0
softening	1	NA	1	0	2.96	0	0
softex	3	NA	1	1		0	0
software	25	NA	1	0	4.08	0	0
sohay	15	NA	1	1		0	0
sohays	2	NA	1	1		0	0
soho	3	NA	1	1		0	0
soil	110	NA	1	0	4.87	0	1
solace	2	NA	1	1	2.04	0	0
solar	109	NA	1	0	4.00	0	0
soldier	10	NA	1	0	4.72	0	0
sole	1	NA	1	0	4.11	0	0
solely	3	NA	1	0	1.75	0	0
solicit	1	NA	1	0	2.83	0	0
solid	39	NA	1	0	4.42	0	0
solidarity	1	NA	1	0	1.90	0	0
solidify	5	NA	1	0	3.16	0	0
solitary	5	NA	1	0	3.31	0	0
solitude	4	NA	1	0	2.07	0	0
solja	5	NA	1	1		0	0
solnhofen	1	NA	1	0		0	0
solo	12	1	1	1	2.79	1	0
solomon	3	NA	1	1		0	0
solspeil	6	1	1	1		3	0
solubility	3	NA	1	0	3.14	1	0
solubilize	2	NA	1	0		0	0
soluble	12	NA	1	0	3.59	0	0
solute	38	NA	1	0		2	0
solute's	1	NA	1	0		0	0
solution	133	1	1	0	2.61	5	4
solvation	3	NA	1	0		1	0
solve	59	NA	1	0	2.10	0	0
solvent	16	NA	1	0	3.70	2	2
solving	15	NA	1	0		0	0
soma	2	NA	1	0		0	0
somalian	3	NA	1	1		0	0
somatic	18	0	1	0		0	0
somatosensation	1	NA	1	0		0	0
somatosensory	1	NA	1	0		0	0
sombre	1	NA	1	0		0	0
somebody	20	0	0	0	3.79	0	0
someday	6	NA	1	0	1.72	0	0
somehow	4	NA	0	0	1.28	0	0
someone	145	0	0	0	3.71	0	0
somerset	4	NA	1	1		0	0
something	206	0	0	0	1.82	0	0
somethings	1	NA	1	0		0	0
sometime	1	NA	0	0	1.47	0	0
sometimes	136	0	0	0	1.77	0	0
somewhat	19	NA	1	0	1.28	0	0
somewhere	18	0	0	0	2.08	0	0
somniferum	1	NA	1	0		0	0
son	65	0	1	0	4.14	0	0
song	18	0	1	0	4.46	0	0
songbird	1	NA	1	0	4.59	0	0
songwriter	7	0	1	0	4.33	0	1
songwriting	6	NA	1	0	3.53	0	0
sonic	2	NA	1	0	2.29	0	0
sonjag	4	NA	1	1		0	0
sonoran	2	NA	1	1		0	0
sony	7	NA	1	1		0	0
soon	93	0	1	0	1.79	0	0
sooner	5	NA	1	0	2.11	0	0
soot	7	NA	1	0	4.61	0	0
soothe	2	NA	1	0	2.14	0	0
sophie	4	NA	1	1		0	0
sophisticate	18	NA	1	0	1.93	0	0
sore	2	NA	1	0	3.23	0	0
sorghum	3	NA	1	0		0	0
sorrow	3	NA	1	0	2.36	0	0
sorry	8	0	1	0	1.90	0	0
sort	50	0	1	0	3.34	0	0
sorting	6	NA	1	0		0	0
sos	2	NA	1	1		0	0
soul	10	0	1	0	1.86	0	0
soulcycle	1	NA	1	0		0	0
soulier	6	NA	1	1		0	0
soulless	2	NA	1	0	1.52	0	0
sound	156	0	1	0	3.70	1	1
soundcloud	3	NA	1	1		0	0
sounding	2	NA	1	0	2.79	0	0
soundscapes	1	NA	1	0		0	0
soundtrack	3	NA	1	0	4.34	0	0
soup	6	NA	1	0	4.72	0	0
soupy	1	NA	1	0	3.48	0	0
sour	2	NA	1	0	3.14	0	0
source	210	NA	1	0	2.96	3	4
sousa	3	NA	1	1		0	0
south	235	NA	1	1	3.84	0	0
southeast	5	NA	1	1	3.80	0	0
southeastern	1	NA	1	0	3.52	0	0
southern	35	NA	1	0	2.62	0	0
southernmost	2	NA	1	0	3.85	0	0
southport	2	NA	1	1		0	0
southwest	1	NA	1	0	3.25	0	0
southwestern	5	NA	1	0	3.25	0	0
souza	1	NA	1	0		1	0
soviet	9	NA	1	1	3.15	0	0
